order_id,phone,order_type,place_id
747,(901) 407-5610,Takeout,135
748,(612) 233-0113,Catering,234
749,(202) 631-1769,Dine-in,393
750,(714) 648-0322,Dine-in,65
751,(352) 585-7085,Dine-in,33
752,(918) 494-2820,Curbside Pickup,23
753,(510) 818-8209,Curbside Pickup,189
754,(770) 402-2649,Curbside Pickup,454
755,(218) 894-1353,Catering,208
756,(510) 662-1445,Takeout,405
757,(559) 505-4337,Catering,333
758,(773) 733-3386,Delivery,430
759,(972) 379-7120,Curbside Pickup,227
760,(202) 590-5632,Catering,239
761,(864) 896-2446,Dine-in,459
762,(941) 533-9003,Takeout,364
763,(415) 901-4599,Curbside Pickup,378
764,(315) 388-2438,Catering,124
765,(714) 271-6879,Curbside Pickup,69
766,(989) 793-4466,Takeout,36
767,(206) 884-0955,Takeout,184
768,(303) 374-8160,Catering,333
769,(704) 767-7223,Curbside Pickup,180
770,(831) 718-6234,Dine-in,73
771,(615) 333-7305,Curbside Pickup,105
772,(608) 775-0457,Delivery,472
773,(215) 229-2758,Delivery,440
774,(202) 477-6403,Takeout,140
775,(217) 260-8501,Dine-in,221
776,(202) 357-2815,Dine-in,195
777,(203) 534-1268,Catering,391
778,(903) 263-8795,Takeout,322
779,(571) 561-3216,Takeout,199
780,(757) 730-6746,Catering,8
781,(404) 354-5364,Curbside Pickup,404
782,(301) 299-6394,Catering,294
783,(651) 714-5754,Curbside Pickup,186
784,(213) 962-0625,Delivery,308
785,(214) 773-5043,Takeout,87
786,(505) 687-7349,Delivery,175
787,(405) 678-5959,Dine-in,406
788,(512) 703-1010,Delivery,252
789,(360) 593-8716,Delivery,446
790,(303) 322-6172,Curbside Pickup,257
791,(701) 360-2389,Takeout,38
792,(615) 883-4653,Takeout,39
793,(914) 435-0766,Curbside Pickup,439
794,(806) 866-7404,Catering,356
795,(310) 927-7248,Takeout,433
796,(503) 918-0018,Takeout,345
797,(516) 931-8813,Takeout,271
798,(901) 498-7934,Takeout,25
799,(432) 931-1685,Dine-in,229
800,(585) 816-9258,Delivery,201
801,(314) 887-9495,Dine-in,303
802,(203) 555-2960,Delivery,44
803,(202) 336-8426,Delivery,306
804,(916) 662-3663,Catering,466
805,(801) 326-0624,Curbside Pickup,380
806,(406) 973-3428,Curbside Pickup,492
807,(812) 943-1334,Takeout,3
808,(704) 869-4861,Catering,339
809,(573) 338-5698,Curbside Pickup,373
810,(612) 305-5246,Dine-in,441
811,(951) 850-8716,Curbside Pickup,284
812,(901) 976-9049,Delivery,22
813,(662) 735-5997,Takeout,32
814,(213) 742-9379,Takeout,311
815,(540) 719-6134,Dine-in,149
816,(419) 601-1726,Takeout,247
817,(309) 714-8734,Curbside Pickup,91
818,(517) 653-2265,Catering,276
819,(540) 535-0096,Dine-in,294
820,(509) 556-9602,Catering,355
821,(626) 619-8483,Delivery,301
822,(716) 737-3521,Catering,56
823,(216) 234-1583,Takeout,241
824,(727) 965-5134,Dine-in,475
825,(410) 255-0477,Catering,21
826,(828) 882-7601,Delivery,309
827,(786) 482-0274,Takeout,139
828,(337) 388-3719,Takeout,381
829,(713) 939-9901,Curbside Pickup,316
830,(202) 854-4088,Catering,181
831,(469) 983-8080,Takeout,354
832,(859) 390-8328,Curbside Pickup,378
833,(816) 208-9333,Takeout,287
834,(202) 915-1245,Delivery,169
835,(713) 869-2943,Catering,55
836,(215) 962-5011,Catering,169
837,(316) 431-8717,Curbside Pickup,237
838,(661) 534-8556,Curbside Pickup,2
839,(515) 900-2817,Delivery,27
840,(843) 252-2530,Takeout,394
841,(916) 404-3091,Curbside Pickup,198
842,(208) 982-8363,Catering,374
843,(312) 741-7735,Delivery,25
844,(661) 323-9856,Catering,388
845,(360) 583-7649,Curbside Pickup,465
846,(325) 241-4159,Curbside Pickup,175
847,(414) 281-1537,Dine-in,141
848,(352) 350-5300,Delivery,334
849,(706) 606-1089,Curbside Pickup,74
850,(915) 621-2313,Takeout,27
851,(517) 227-6300,Curbside Pickup,457
852,(208) 971-5310,Takeout,113
853,(915) 621-7561,Curbside Pickup,31
854,(702) 417-8999,Catering,76
855,(248) 343-0515,Curbside Pickup,186
856,(856) 707-4672,Catering,287
857,(515) 954-3878,Takeout,211
858,(978) 422-2354,Delivery,445
859,(415) 867-5212,Curbside Pickup,76
860,(516) 656-3753,Dine-in,405
861,(319) 982-3846,Dine-in,423
862,(937) 620-7966,Takeout,273
863,(954) 640-3675,Catering,182
864,(318) 525-5449,Dine-in,128
865,(818) 394-2300,Delivery,299
866,(210) 778-5729,Delivery,118
867,(775) 370-9002,Takeout,275
868,(239) 780-2083,Catering,98
869,(704) 906-2231,Delivery,60
870,(903) 741-0012,Delivery,436
871,(260) 738-6730,Curbside Pickup,131
872,(269) 244-6821,Dine-in,74
873,(316) 742-0779,Catering,382
874,(214) 955-5089,Curbside Pickup,106
875,(419) 512-2476,Takeout,323
876,(802) 250-5670,Dine-in,95
877,(619) 901-9544,Catering,112
878,(213) 906-6557,Delivery,46
879,(563) 766-5670,Dine-in,330
880,(646) 690-2504,Catering,451
881,(214) 852-9229,Delivery,74
882,(754) 420-2876,Delivery,318
883,(915) 391-4109,Curbside Pickup,347
884,(281) 214-6023,Curbside Pickup,73
885,(502) 782-7501,Catering,157
886,(317) 603-9421,Catering,325
887,(318) 441-8106,Catering,122
888,(303) 846-7608,Delivery,430
889,(601) 924-7305,Catering,360
890,(505) 736-5309,Curbside Pickup,292
891,(720) 683-4493,Delivery,287
892,(847) 650-6662,Delivery,309
893,(816) 799-8810,Catering,278
894,(208) 718-1229,Catering,269
895,(513) 549-7783,Dine-in,155
896,(702) 650-6293,Takeout,14
897,(318) 599-5059,Delivery,24
898,(402) 853-3542,Catering,41
899,(816) 970-1161,Takeout,150
900,(412) 930-6479,Takeout,276
901,(682) 986-9714,Dine-in,166
902,(561) 922-8821,Curbside Pickup,497
903,(863) 367-6117,Catering,179
904,(916) 857-8775,Curbside Pickup,96
905,(713) 612-6366,Takeout,271
906,(813) 391-6105,Curbside Pickup,207
907,(215) 716-6026,Curbside Pickup,128
908,(651) 446-5532,Takeout,271
909,(404) 825-2832,Delivery,169
910,(904) 426-5310,Dine-in,435
911,(202) 214-8645,Catering,93
912,(806) 371-8915,Takeout,255
913,(615) 961-0605,Delivery,90
914,(503) 712-0102,Takeout,441
915,(513) 881-2122,Catering,266
916,(443) 946-4278,Dine-in,313
917,(941) 276-2581,Curbside Pickup,335
918,(814) 833-4287,Dine-in,220
919,(501) 699-2550,Catering,65
920,(520) 596-1019,Catering,245
921,(318) 367-3330,Catering,434
922,(760) 996-6178,Takeout,235
923,(208) 219-6367,Dine-in,121
924,(858) 531-2063,Curbside Pickup,189
925,(260) 579-9900,Dine-in,404
926,(313) 289-7203,Takeout,331
927,(801) 488-3121,Delivery,198
928,(937) 440-8387,Curbside Pickup,130
929,(515) 540-2485,Delivery,373
930,(202) 997-7384,Delivery,394
931,(515) 440-3028,Curbside Pickup,183
932,(412) 628-1112,Dine-in,122
933,(561) 808-5268,Delivery,229
934,(415) 926-4362,Delivery,163
935,(319) 522-1829,Curbside Pickup,182
936,(209) 269-0133,Delivery,154
937,(484) 734-2557,Catering,204
938,(920) 694-4318,Takeout,56
939,(209) 809-2054,Takeout,14
940,(716) 564-0863,Takeout,392
941,(918) 830-8602,Takeout,354
942,(414) 343-0791,Takeout,277
943,(916) 225-0407,Catering,388
944,(323) 884-8936,Curbside Pickup,316
945,(813) 919-0579,Takeout,432
946,(202) 410-9814,Catering,241
947,(574) 375-6314,Curbside Pickup,192
948,(808) 583-1801,Takeout,123
949,(704) 747-5102,Dine-in,316
950,(915) 381-8603,Catering,382
951,(337) 554-6572,Takeout,436
952,(318) 228-6032,Takeout,234
953,(361) 843-6957,Delivery,356
954,(402) 851-6058,Catering,238
955,(404) 288-7747,Takeout,144
956,(229) 988-5802,Curbside Pickup,252
957,(913) 844-9862,Dine-in,328
958,(513) 835-3438,Dine-in,475
959,(318) 993-9034,Dine-in,53
960,(714) 576-5293,Curbside Pickup,60
961,(601) 499-4599,Dine-in,384
962,(405) 435-7359,Catering,167
963,(602) 398-0074,Dine-in,202
964,(502) 841-4426,Dine-in,443
965,(225) 510-7868,Delivery,155
966,(831) 480-6307,Curbside Pickup,166
967,(253) 318-6078,Curbside Pickup,458
968,(304) 476-6354,Dine-in,430
969,(972) 728-2813,Dine-in,178
970,(212) 746-0938,Takeout,419
971,(904) 281-4900,Curbside Pickup,230
972,(646) 930-9723,Takeout,352
973,(646) 362-3502,Delivery,134
974,(414) 599-9195,Takeout,20
975,(928) 431-2841,Dine-in,178
976,(302) 524-0901,Curbside Pickup,189
977,(626) 331-4304,Takeout,360
978,(202) 817-0211,Curbside Pickup,16
979,(979) 755-9095,Takeout,199
980,(763) 881-9027,Catering,332
981,(214) 527-0270,Delivery,272
982,(305) 599-6066,Delivery,399
983,(915) 538-5417,Takeout,458
984,(786) 215-8915,Takeout,340
985,(206) 912-3672,Delivery,420
986,(951) 560-5006,Takeout,98
987,(850) 353-1449,Takeout,469
988,(727) 967-5118,Curbside Pickup,430
989,(973) 572-9112,Curbside Pickup,420
990,(339) 897-1715,Curbside Pickup,397
991,(303) 212-2544,Dine-in,432
992,(303) 457-5902,Dine-in,119
993,(757) 414-5948,Takeout,39
994,(608) 540-3403,Catering,312
995,(609) 897-8695,Curbside Pickup,116
996,(917) 561-2803,Catering,188
997,(562) 683-3555,Catering,481
998,(214) 371-2485,Catering,58
999,(305) 914-1487,Curbside Pickup,264
1000,(202) 550-3279,Takeout,347
