order_id,phone,order_type,place_id
1708,(713) 982-5348,Curbside Pickup,496
1709,(260) 473-7560,Catering,77
1710,(320) 524-9592,Takeout,398
1711,(281) 512-6533,Dine-in,236
1712,(912) 250-6234,Curbside Pickup,348
1713,(661) 572-9672,Catering,285
1714,(775) 767-2146,Dine-in,58
1715,(682) 705-5787,Takeout,174
1716,(404) 850-1237,Curbside Pickup,424
1717,(713) 844-3378,Takeout,473
1718,(850) 228-0780,Curbside Pickup,491
1719,(863) 358-4777,Takeout,372
1720,(915) 522-5757,Delivery,414
1721,(804) 599-3554,Takeout,265
1722,(858) 301-6868,Catering,465
1723,(313) 606-8051,Delivery,44
1724,(216) 315-6491,Catering,373
1725,(352) 524-1499,Catering,429
1726,(304) 874-7251,Takeout,312
1727,(202) 708-2378,Delivery,166
1728,(404) 218-8725,Dine-in,284
1729,(651) 861-7204,Delivery,119
1730,(501) 635-8822,Curbside Pickup,469
1731,(336) 689-1111,Delivery,367
1732,(251) 240-3556,Dine-in,487
1733,(360) 606-9900,Catering,333
1734,(516) 774-7510,Curbside Pickup,273
1735,(330) 772-1823,Delivery,156
1736,(513) 509-3529,Takeout,57
1737,(540) 320-8596,Takeout,375
1738,(763) 760-0920,Catering,64
1739,(609) 399-5072,Curbside Pickup,270
1740,(425) 297-2171,Curbside Pickup,394
1741,(704) 748-6503,Curbside Pickup,291
1742,(913) 454-5135,Curbside Pickup,255
1743,(336) 686-8769,Curbside Pickup,176
1744,(952) 694-6937,Curbside Pickup,290
1745,(239) 209-1956,Catering,234
1746,(571) 573-8861,Dine-in,207
1747,(318) 451-7925,Delivery,368
1748,(512) 713-4331,Catering,391
1749,(404) 239-6169,Dine-in,466
1750,(952) 308-4524,Dine-in,199
1751,(215) 347-7490,Delivery,470
1752,(907) 657-1367,Delivery,112
1753,(239) 983-2622,Curbside Pickup,462
1754,(314) 516-9392,Delivery,403
1755,(801) 933-6916,Delivery,152
1756,(601) 952-7645,Takeout,184
1757,(407) 201-2615,Takeout,428
1758,(954) 636-5160,Dine-in,311
1759,(202) 485-8993,Takeout,215
1760,(719) 481-9829,Catering,402
1761,(602) 429-3437,Catering,6
1762,(480) 301-4213,Delivery,261
1763,(612) 871-7136,Takeout,405
1764,(310) 697-4681,Delivery,397
1765,(318) 623-4809,Dine-in,31
1766,(315) 720-3299,Catering,93
1767,(260) 343-4313,Curbside Pickup,178
1768,(618) 899-0940,Catering,427
1769,(304) 991-0591,Takeout,149
1770,(213) 327-7276,Curbside Pickup,291
1771,(731) 859-6138,Dine-in,172
1772,(602) 671-6321,Delivery,184
1773,(860) 373-2744,Dine-in,79
1774,(727) 989-9453,Delivery,454
1775,(315) 307-0302,Curbside Pickup,325
1776,(956) 961-0300,Takeout,311
1777,(570) 344-2520,Takeout,469
1778,(864) 278-6556,Takeout,497
1779,(405) 444-5460,Curbside Pickup,382
1780,(702) 212-4203,Dine-in,476
1781,(202) 373-8924,Delivery,61
1782,(720) 647-1849,Curbside Pickup,203
1783,(513) 396-7203,Takeout,473
1784,(412) 367-6247,Delivery,370
1785,(901) 778-8794,Curbside Pickup,397
1786,(813) 254-1880,Catering,282
1787,(727) 444-8374,Curbside Pickup,321
1788,(619) 661-3313,Dine-in,14
1789,(765) 844-8856,Dine-in,256
1790,(217) 242-9768,Delivery,31
1791,(843) 966-8256,Dine-in,318
1792,(801) 460-0484,Takeout,366
1793,(903) 351-2706,Catering,337
1794,(309) 903-5133,Dine-in,265
1795,(214) 419-5621,Catering,177
1796,(313) 659-4588,Catering,361
1797,(919) 320-0675,Delivery,18
1798,(512) 867-7519,Delivery,109
1799,(570) 661-2828,Takeout,131
1800,(415) 461-7263,Curbside Pickup,367
1801,(209) 372-3671,Delivery,308
1802,(515) 753-9472,Delivery,393
1803,(518) 421-2859,Takeout,493
1804,(832) 488-1238,Takeout,248
1805,(469) 939-9278,Dine-in,136
1806,(559) 913-7617,Takeout,413
1807,(920) 531-6196,Curbside Pickup,250
1808,(352) 935-8647,Dine-in,77
1809,(951) 804-8917,Curbside Pickup,44
1810,(786) 766-6326,Dine-in,282
1811,(617) 236-2488,Catering,401
1812,(402) 764-2590,Dine-in,398
1813,(862) 559-0867,Curbside Pickup,187
1814,(727) 842-0573,Delivery,291
1815,(402) 530-8478,Catering,3
1816,(405) 244-7173,Takeout,146
1817,(860) 362-8389,Takeout,392
1818,(517) 514-5667,Catering,408
1819,(812) 259-9330,Curbside Pickup,142
1820,(210) 859-9211,Takeout,263
1821,(202) 462-5781,Takeout,366
1822,(315) 683-3413,Dine-in,285
1823,(205) 243-9761,Catering,256
1824,(401) 540-1800,Catering,318
1825,(615) 545-8578,Catering,412
1826,(512) 624-5376,Delivery,398
1827,(858) 263-7470,Catering,295
1828,(808) 756-0210,Takeout,222
1829,(713) 996-5181,Dine-in,95
1830,(503) 225-6851,Takeout,296
1831,(937) 372-5142,Catering,7
1832,(316) 881-9705,Catering,327
1833,(801) 206-4508,Takeout,424
1834,(937) 685-2771,Delivery,349
1835,(513) 480-2166,Takeout,94
1836,(816) 509-6506,Takeout,258
1837,(317) 335-5170,Takeout,361
1838,(916) 738-6284,Delivery,36
1839,(305) 409-8235,Delivery,381
1840,(801) 586-4685,Catering,326
1841,(915) 604-2269,Delivery,468
1842,(813) 942-1202,Dine-in,101
1843,(850) 841-0561,Dine-in,176
1844,(815) 540-0549,Dine-in,353
1845,(515) 899-6580,Delivery,280
1846,(512) 266-2817,Dine-in,496
1847,(630) 314-9970,Takeout,163
1848,(915) 986-2957,Curbside Pickup,88
1849,(202) 862-6459,Delivery,474
1850,(508) 940-8825,Catering,442
1851,(336) 762-7953,Dine-in,158
1852,(682) 493-6319,Delivery,489
1853,(626) 532-9654,Dine-in,190
1854,(209) 986-5744,Delivery,242
1855,(503) 256-2151,Catering,12
1856,(561) 489-1623,Delivery,326
1857,(928) 528-9570,Dine-in,202
1858,(407) 520-3005,Dine-in,373
1859,(916) 728-0174,Delivery,289
1860,(212) 552-6802,Dine-in,385
1861,(804) 554-7433,Catering,207
1862,(202) 821-0507,Curbside Pickup,155
1863,(512) 465-4363,Curbside Pickup,358
1864,(304) 416-1001,Curbside Pickup,185
1865,(718) 986-8786,Dine-in,434
1866,(412) 730-2547,Takeout,307
1867,(419) 928-6432,Dine-in,194
1868,(757) 884-6390,Dine-in,81
1869,(727) 912-1839,Dine-in,118
1870,(718) 534-4944,Takeout,368
1871,(717) 872-8443,Catering,314
1872,(214) 945-7343,Dine-in,69
1873,(903) 715-3274,Curbside Pickup,486
1874,(757) 856-5369,Takeout,53
1875,(503) 767-7206,Curbside Pickup,453
1876,(253) 372-6537,Curbside Pickup,462
1877,(818) 607-2670,Delivery,160
1878,(304) 286-2372,Delivery,21
1879,(661) 955-1907,Dine-in,131
1880,(213) 288-1079,Dine-in,245
1881,(785) 712-5520,Takeout,189
1882,(646) 517-6869,Takeout,20
1883,(910) 363-9959,Delivery,292
1884,(303) 548-7106,Delivery,316
1885,(626) 793-3565,Catering,95
1886,(662) 342-8383,Dine-in,437
1887,(781) 424-4668,Dine-in,226
1888,(402) 262-7847,Catering,235
1889,(919) 934-8517,Takeout,271
1890,(901) 849-0093,Takeout,356
1891,(212) 645-3268,Delivery,253
1892,(817) 907-3090,Catering,478
1893,(719) 676-5887,Takeout,134
1894,(801) 415-1396,Delivery,190
1895,(202) 555-4715,Delivery,203
1896,(818) 795-2434,Dine-in,101
1897,(775) 494-0393,Takeout,109
1898,(281) 681-0291,Delivery,475
1899,(304) 767-5814,Dine-in,431
1900,(202) 365-6722,Dine-in,213
1901,(818) 589-5049,Takeout,305
1902,(505) 397-7881,Takeout,67
1903,(706) 288-4246,Takeout,38
1904,(317) 624-4320,Curbside Pickup,139
1905,(713) 359-7041,Dine-in,131
1906,(205) 823-6233,Takeout,34
1907,(859) 413-3992,Catering,493
1908,(321) 893-8910,Delivery,93
1909,(502) 981-3413,Takeout,102
1910,(434) 397-1424,Curbside Pickup,357
1911,(860) 607-3805,Curbside Pickup,413
1912,(718) 796-6110,Delivery,56
1913,(203) 358-7484,Curbside Pickup,230
1914,(215) 289-3972,Delivery,145
1915,(408) 729-8333,Catering,391
1916,(616) 639-3085,Curbside Pickup,10
1917,(360) 463-1505,Catering,194
1918,(209) 450-8103,Takeout,84
1919,(786) 701-2954,Catering,9
1920,(812) 859-3001,Dine-in,276
1921,(303) 703-1984,Takeout,276
1922,(216) 790-5525,Dine-in,264
1923,(941) 857-0963,Dine-in,275
1924,(917) 949-8437,Dine-in,168
1925,(915) 789-4430,Dine-in,403
1926,(480) 232-9679,Delivery,408
1927,(804) 957-0539,Catering,111
1928,(253) 684-4986,Delivery,386
1929,(606) 287-5653,Delivery,341
1930,(212) 605-8950,Delivery,452
1931,(253) 318-8769,Dine-in,124
1932,(651) 875-7713,Curbside Pickup,391
1933,(501) 861-5282,Takeout,400
1934,(302) 404-0484,Dine-in,255
1935,(915) 299-5879,Takeout,351
1936,(917) 791-0344,Curbside Pickup,88
1937,(413) 422-7104,Curbside Pickup,323
1938,(401) 733-9151,Dine-in,433
1939,(412) 985-8103,Dine-in,244
1940,(801) 592-4273,Delivery,281
1941,(813) 214-5120,Delivery,234
1942,(651) 697-8296,Delivery,452
1943,(702) 597-6609,Dine-in,188
1944,(786) 834-1340,Dine-in,87
1945,(817) 564-4741,Catering,41
1946,(251) 203-9453,Takeout,372
1947,(323) 951-9659,Takeout,342
1948,(915) 815-7085,Takeout,287
1949,(909) 558-4624,Delivery,434
1950,(520) 263-4217,Catering,187
1951,(919) 235-9386,Takeout,34
1952,(818) 822-6508,Takeout,450
1953,(915) 638-7487,Takeout,393
1954,(330) 502-5123,Dine-in,192
1955,(303) 391-9791,Takeout,371
1956,(937) 681-0025,Curbside Pickup,386
1957,(314) 356-6687,Curbside Pickup,317
1958,(352) 818-9218,Catering,197
1959,(215) 278-6124,Catering,183
1960,(716) 229-9174,Delivery,77
1961,(260) 604-0479,Dine-in,452
1962,(208) 233-1255,Dine-in,85
1963,(713) 631-2194,Catering,477
1964,(408) 416-2761,Delivery,272
1965,(515) 775-2781,Curbside Pickup,16
1966,(432) 765-5173,Dine-in,18
1967,(972) 566-0564,Delivery,274
1968,(503) 370-2733,Takeout,32
1969,(510) 646-9151,Dine-in,19
1970,(414) 692-6668,Curbside Pickup,199
1971,(727) 539-4374,Delivery,6
1972,(409) 706-2509,Takeout,245
1973,(920) 670-2805,Dine-in,296
1974,(540) 337-2405,Delivery,438
1975,(843) 451-9069,Delivery,149
1976,(617) 500-8576,Curbside Pickup,29
1977,(503) 852-6404,Takeout,312
1978,(202) 544-3070,Delivery,116
1979,(760) 967-8802,Curbside Pickup,15
1980,(281) 551-2083,Curbside Pickup,300
1981,(407) 245-7127,Curbside Pickup,141
1982,(832) 567-4459,Catering,44
1983,(602) 201-8314,Delivery,294
1984,(413) 235-0923,Catering,47
1985,(713) 202-3301,Dine-in,198
1986,(813) 274-7949,Delivery,197
1987,(773) 916-0680,Dine-in,5
1988,(702) 940-9417,Catering,399
1989,(720) 894-6520,Dine-in,388
1990,(214) 995-5879,Catering,328
1991,(512) 448-4356,Catering,2
1992,(612) 712-4124,Catering,274
1993,(702) 495-8702,Dine-in,433
1994,(225) 612-0622,Delivery,334
1995,(937) 281-0456,Curbside Pickup,202
1996,(260) 649-8145,Delivery,355
1997,(205) 468-1254,Catering,446
1998,(512) 562-1671,Catering,15
1999,(806) 523-8930,Delivery,14
2000,(859) 239-8773,Curbside Pickup,211
